	date	content	sentiment_score
292	2022-02-14	bitcoin holds hashrate surged time high . network hit 248.11 million terahashes per second saturday.	0.6262766
293	2022-02-15	gala jumps 20 percent leads metaverse index gains . gains came back billion investment plan announcement gala games major deal event news.	0.72848773
294	2022-02-15	coinbase plans 2k employee hiring spree year . cryptocurrency exchange sees enormous product opportunities ahead future web 3.	0.07300234
295	2022-02-15	first mover asia bitcoin finds firm footing . investors continue monitor escalating tensions ukrainian border well week producer price index report.	0.024750948
296	2022-02-15	crypto funds saw fourth week inflows ether funds turned around . million went digital asset funds last week ether funds saw first inflows 10 weeks.	0.15605056
297	2022-02-15	bitcoin weighed resistance support . upside appears limited buyers lose momentum.	-0.35856998
298	2022-02-15	investors slow trust security tokens . blockchain concepts digital wallets smart contracts easily understood among traditional investors regulators . education comes.	-0.23330146
299	2022-02-15	market wrap bitcoin rangebound traders hedge risks . macroeconomic uncertainty russia ukraine tensions kept investors edge.	-0.61906505
300	2022-02-16	bitcoin traders preparing tumultuous march glassnode says . traders de leveraging expected turbulence coming rate hikes potential conflict ukraine.	-0.7529969
301	2022-02-16	irrelevance january fed minutes shows fast monetary policy moving . federal reserve scheduled release minutes january meeting later wednesday market seems already moved.	0.303751
302	2022-02-16	first mover bitcoin rally stalls amid skepticism russia pullback . latest moves crypto markets context feb. 16 2022.	-0.450614
303	2022-02-16	avalanche avax surges bitcoin rally stalls . major cryptocurrencies faced resistance significant price levels jumping much 13.5 percent tuesday following super bowl weekend.	-0.06758273
304	2022-02-16	coindesk 20 avax luna mana shib bitcoin cash eos eth classic filecoin . old guard bows layer 1s metaverse memes surge.	-0.0697599
305	2022-02-16	galaxy digital sees substantial wave capital ready crypto investments . crypto merchant bank co president spoke canaccord genuity digital assets symposium.	0.36094168
306	2022-02-16	fees ethereum dropping . simple ether erc 20 wallet transfers included blocks fraction cost seen december january.	-0.41222224
307	2022-02-16	first mover asia bitcoin soars past ukraine tensions lessen . ether major altcoins rose sharply russia said would receptive diplomatic solution ongoing conflict.	0.6882237
308	2022-02-16	market wrap altcoins outperform geopolitical concerns fade . eth rose 8 percent past 24 hours compared 4 percent rise btc.	0.27040812
309	2022-02-17	defi project ref finance closes .8m round led jump crypto . alameda research dragonfly capital also participated round.	0.042976964
310	2022-02-17	gold backed tokens grow despite mixed reviews analysts . high inflation geopolitical turmoil headlines tokens appear benefiting current investment climate.	0.81707007
311	2022-02-17	market wrap cryptocurrencies maintain gains analysts remain cautious . bitcoin traded roughly flat altcoins avax grt rose much 7 percent past 24 hours.	0.13056362
312	2022-02-17	minutes show fed ready take action mentions crypto stablecoin risks . officials said ready hike interest rates also briefly mentioned threat crypto stablecoins financial system.	-0.17957665
313	2022-02-17	bipartisan senate proposal raises alarm el salvador bitcoin adoption . legislation quickly drew sharp rebuke el salvador president nayib bukele.	-0.08599484
314	2022-02-17	first mover asia cryptos hold ground investors remain wary russia invasion plans inflation . bitcoin fell earlier day recovered afternoon.	-0.8355519
315	2022-02-17	much crypto portfolio . right amount crypto hold financial advisors certified financial planners money experts beginning recommend specific allocations.	0.010743607
316	2022-02-17	bitcoin value depends decentralization . investment thesis bitcoin built network decentralization.	0.19883218
317	2022-02-17	first mover americas bitcoin slips ukraine shadows financial markets . latest moves crypto markets context feb. 17 2022.	-0.34021682
318	2022-02-18	first mover americas bitcoin nears gaming flips defi . latest moves crypto markets context feb. 18 2022.	0.030606322
319	2022-02-18	bitcoin wilts russia ukraine tensions push gold 8 month high . bitcoin acting like high growth tech assets one observer said.	-0.2754777
320	2022-02-18	bitcoin falls first time 2 weeks . bitcoin notorious volatility upended shaping strong month returns.	-0.18061778
321	2022-02-18	first mover asia investors flee crypto higher risk assets mounting ukraine tensions . bitcoin ether major altcoins plummeted russian invasion seemed likely . investors also remained concerned inflation.	-0.58345723
322	2022-02-18	big short dao bet crypto market . pseudonymous crypto trader feeling bearish market top last november . team alpha hunters say made money shorting altcoins ensuing sell.	-0.25497857
323	2022-02-18	market wrap cryptocurrencies decline traders position volatility . btc declined 7 percent past 24 hours versus 8 percent dip eth.	-0.8981513
324	2022-02-18	helium network passing half million hotspots could fire hnt price . crypto powered distributed network long range wireless hotspots amassed half million miners across world two years . next hnt token	-0.25641495
325	2022-02-18	heavy russian sanctions potential bull case scenario bitcoin . analyst kaufman says crypto way russia navigate global penalties	-0.36049598
326	2022-02-18	bitcoin suffers biggest drop four weeks nearing . 6.6 percent drop largest cryptocurrency bitcoin steepest since jan. 21.	-0.9188984
327	2022-02-19	bitcoin pressure lower support . momentum signals remain negative indicating consistent selling pressure past month.	-0.52062255
328	2022-02-19	market wrap bitcoin altcoins dip amid russia ukraine uncertainty . btc 5 percent past week investors reduce exposure risk.	-0.046171546
329	2022-02-20	blackrock entered chat . trillion asset manager arrival would big deal crypto.	0.051987767
330	2022-02-21	first mover asia renminbi rises cryptos suffer another lost weekend . value rmb payments gained 10 percent compared december amid inauspicious test digital yuan winter olympics . bitcoin major altcoins tumbled tensions continued mounting ukraine border.	-0.22223692
331	2022-02-21	bitcoin renaissance likely h2 babel finance . growth stocks bitcoin move higher three months first fed rate hike one observer said.	0.41785413
332	2022-02-21	man group analysts say crypto rate sensitive risk asset . bitcoin become correlated nasdaq index ark innovation exchange traded fund.	0.051460274
333	2022-02-21	first mover americas bitcoin dips inflation breakevens offer hope bulls . latest moves crypto markets context feb. 21 2022.	0.23132016
334	2022-02-22	taxes wild card public companies holding crypto . investors microstrategy tesla block coinbase need consider wild price swings affect results directly indirectly due complex tax accounting rules . piece part coindesk tax week	-0.2072826
335	2022-02-22	sand token 200 day joins broader crypto market gloomy outlook . sand dropped 200 day average first time since july.	-0.8930942
336	2022-02-22	first mover americas declining buy dip mentions signal fading hopium bitcoin market . latest moves crypto markets context feb. 22 2022.	-0.4491786
337	2022-02-22	amber group raises temasek led round valuation . singapore based liquidity provider trading infrastructure firm valuation tripled less year.	0.5212242
338	2022-02-22	first mover asia taiwan singapore stablecoin fans major cryptos decline russia invasion looms . taiwan singapore wary ceding control currencies bitcoin ether major cryptocurrencies fell russian president vladimir putin made defiant case invading ukraine.	-0.24348056
339	2022-02-22	bitcoin stabilizes dipping 2 week low . cryptocurrency last traded 000 two weeks ago feb. 4.	-0.28196543
340	2022-02-22	bitcoin stasis near gold extends gains russia starts ukraine invasion . tense situations investors prefer gold oil riskier assets like stocks crypto.	-0.24365121
341	2022-02-23	first mover americas bitcoin may woods yet stablecoins bull market continues . latest moves crypto markets context feb. 23 2022.	0.13213256
342	2022-02-23	terra luna jumps 15 percent ust stablecoin gets bitcoin reserve . luna fortunes closely tied ust . stablecoin creation facilitated burning luna.	0.34612465
343	2022-02-23	cardano ada jumps amid recovery major cryptos traders remain cautious . prices major cryptocurrencies much 16 percent wednesday nearly week downslide.	-0.63785005
344	2022-02-23	web3memes rugs investors five hours issuance peckshield . developers behind meme coin moved 625 bnb rugged funds via privacy tool tornado cash morning.	0.02387194
345	2022-02-23	bitcoin ticks biden announces new russia sanctions . bitcoin still faces pressure 000.	-0.7064185
346	2022-02-23	foundation focused ust stablecoin raises luna sale . fresh funding go toward new reserve help strengthen peg ust stablecoin.	0.46585143
347	2022-02-23	market wrap cryptocurrencies fall sentiment turns bearish . bitcoin fear greed index declined macroeconomic geopolitical concerns linger.	-0.8312857
348	2022-02-23	bitcoin downtrend persists support . btc 43 percent time high near upside appears limited.	-0.45855153
349	2022-02-23	first mover asia gamefi shaky prospects bitcoin ether inch higher . strict regulations gaming china south korea among countries likely reduce market gamefi asia region bitcoin ether major altcoins rose slightly u.s. trading hours.	0.5095084
350	2022-02-24	las principales criptomonedas caen en medio de la crisis en ucrania . bitcoin por su parte fue considerado como un activo menos riesgoso por parte de inversores.	0.14241615
351	2022-02-24	next frontier digital assets retirement . conversation crypto move beyond long term legitimacy investable asset class new debate cryptocurrencies belong retirement accounts	0.023045002
352	2022-02-24	first mover americas traders prefer gold fiat safe havens bitcoin russia goes war . latest moves crypto markets context feb. 24 2022.	-0.09489808
353	2022-02-24	pain ahead major cryptos ukraine crisis bitcoin seen less risky . russia attack ukraine hit global markets thursday sending crypto prices tumbling . analysts saying market.	-0.47468996
354	2022-02-24	bitcoin falls 7 percent russia invades ukraine experts say fed u turn rate hikes unlikely . catch 22 situation fed geopolitical uncertainty posing risks financial market stability oil move likely bolster inflation.	-0.7362659
355	2022-02-24	pantera capital says crypto selling pressure tax related . hedge fund manager says .4 trillion cryptocurrency capital gains made last year.	0.2344836
356	2022-02-24	crypto market capitalization slumps .5t russia attacks ukraine . crypto market tumbled 9 percent thursday analysts saying asset class remained risky offering.	-0.9326704
357	2022-02-24	bitcoin crashes 9 percent missiles strike kyiv airport captured . world largest cryptocurrency market value trading 725 time writing passing 000 tuesday . markets asia also trading day scale war expands.	-0.17134178
358	2022-02-24	cardano ada dives 18 percent leading plunge cryptos russia begins war ukraine . global stocks tumbling alongside cryptocurrencies western european indexes nearly 5 percent u.s. futures pointing 3 percent opening decline.	-0.8862674
359	2022-02-25	market wrap bitcoin stabilizes amid geopolitical uncertainty . leading cryptocurrency reverses earlier losses seesaw trading.	-0.27041
360	2022-02-25	russia invades ukraine impact markets . roundup news analysis russia invasion ukraine impact crypto markets digital asset industry.	-0.45715535
361	2022-02-25	block tops q4 estimates posts nearly bitcoin transactions . payments firm formerly known square took note slowdown business january due omicron variant growth recovery thus far february.	0.21937664
362	2022-02-25	first mover asia india crypto firms regulators continue regulatory debate bitcoin recovers post invasion freefall . indian crypto industry government officials continued discuss possible changes regulations announced earlier month bitcoin returns perch 000.	0.42065126
363	2022-02-25	short positions see liquidations bitcoin ether gain 10 percent . crypto market rallied friday almost fully retrace losses thursday declines.	0.76429486
364	2022-02-25	terra luna surges 27 percent regain market capitalization . tokens decentralized payments platform posted biggest gains amid broader recovery major cryptocurrencies.	0.9062565
365	2022-02-25	timing crypto market rsi beginner guide . snoozers always lose crypto market . guide rsi indicator help making timely trades hopefully walk away win.	-0.04223025
366	2022-02-25	bitcoin implied volatility suggests recovery set continue . short term implied volatility exceeding long term implied volatility indicates likelihood market reversal one observer said.	0.13372175
367	2022-02-25	first mover americas bitcoin eyes us data deluge charts signal seller fatigue . latest moves crypto markets context feb. 25 2022.	-0.45739686
368	2022-02-26	market wrap cryptos stocks rise possibility russia ukraine talks . traders expect price bounce short lived amid geopolitical uncertainty.	-0.32094586
369	2022-02-26	bitcoin price jump faces resistance support . selling pressure waned supports short term price bounce.	0.06399128
370	2022-02-26	bitcoin bounce stalls 000. rising alongside bitcoin equity markets nasdaq higher 4 percent worst levels thursday morning.	0.8820689
371	2022-02-27	stagflation could mean crypto markets . word combines words stagnation inflation describes economy high inflation low economic growth.	-0.45605287
372	2022-02-27	forget data privacy new new oil . even mark zuckerberg says clear trend away data collection know pendulum swinging.	-0.3552643
373	2022-02-28	first mover asia bitmex saga concludes never know doj overreached cryptos tumble russia bores ukraine . guilty plea founders crypto trading platform main offices hong kong singapore avoided trial bitcoin dropped 500 sunday russian president vladimir putin placed nuclear forces alert.	-0.34760666
374	2022-02-28	ruble denominated bitcoin volume surges 9 month high . increase comes west sanctions russia trigger flight ruble.	0.5273589
375	2022-02-28	central bank russia braces turmoil nonresident trading ban . nonresident holders russian equities able cash least.	0.024148703
376	2022-02-28	russian banks raise key rates 20 percent desperate measure save ruble . country faces sanctions west war ukraine continues.	-0.11466524
377	2022-02-28	bitcoin resilient commodity prices inflate dollar strength may hurt . sustainability bitcoin gains question escalating russia ukraine crisis led stress dollar funding markets.	-0.7737652
378	2022-02-28	bank america sees crypto winter given user adoption developer activity growth . still crypto market upside likely limited next six months fed tightening macro headwinds.	0.033214897
379	2022-02-28	first mover americas bitcoin shows signs panic even worst case scenario looms . latest moves crypto markets context feb. 28 2022.	-0.03553888
380	2022-02-28	bitcoin breaks . weekend choppy trade popular crypto began sizable move higher u.s. returned work monday morning.	-0.31047475
381	2022-03-01	first mover americas bitcoin nears increased demand ukraine russia . latest moves crypto markets context march 1 2022.	0.4447915
382	2022-03-01	p 500 conflict history points short term bitcoin bounce sell h2 qcp . macroeconomic situation parallels 2001 afghan war post invasion rally u.s. equity benchmark paved way deeper slide.	-0.3365478
383	2022-03-01	one theta trader lost liquidations prices jumped 18 percent . trader futures tracking theta network token took one largest losses crypto market recovered.	0.44320828
384	2022-03-01	cryptos retain gains ukraine security crisis continues deteriorate . talks two sides appear led nowhere.	-0.7886549
385	2022-03-01	terra luna jumps 24 percent bitcoin breaks . tokens decentralized money market surged amid broader run crypto market.	0.6351334
386	2022-03-01	sol eth rise bitcoin war continues russia ukraine hold peace talks . bitcoin record breaking daily gains trickled solana ether layer 1s market factors possible end war ukraine.	0.1523464
387	2022-03-01	first mover asia petroyuan russia sanctions buster bitcoin 15 percent gain largest year investors see opportunity crypto . people bank china maintains strict capital controls country currency bitcoin rose 000 major cryptos well green.	0.515436
388	2022-03-01	market wrap bitcoin rises despite geopolitical tensions . bitcoin 10 percent past 24 hours compared 8 percent gain eth 14 percent rise sol . indicators suggest volatility recovery unfolds.	0.68668824
389	2022-03-01	ukraine opens polkadot wallet war fundraising founder wood donates dot . wood donation sent tuesday brings total amount dot contributed 309 939 dot .0 million press time.	0.031251885
390	2022-03-02	federal reserve chairman powell sees rate hike month appropriate . observers believe quarter percentage point increase likely.	0.7254956
391	2022-03-02	first mover americas record low bitcoin futures premium binance signals capitulation bito sees inflows . latest moves crypto markets context march 2 2022.	-0.34489107
392	2022-03-02	ukraine receives crypto donations airdrop announcement . currently unknown airdrop entails although ukraine tax office announced tax captured russian tanks.	-0.05376373
393	2022-03-02	crypto market cap pushes past major cryptos surge . bitcoin rally nearly propelled increase.	0.50312763
394	2022-03-02	ukraine says airdrop confirmed receiving crypto donations . first time country conduct airdrop donations.	0.046989597
395	2022-03-02	first mover asia china potential swift competitor cips help russia much bitcoin ether rise . chinese system 75 members processes fraction transactions swift handles.	0.44958612
396	2022-03-02	ukraine adds fed chair list worries congressional testimony . jerome powell face questions u.s. lawmakers wednesday thursday gives semiannual monetary policy update congress.	-0.05534799
397	2022-03-02	market wrap bitcoin decouples stocks ahead seasonally weak march . bitcoin ether 5 percent past 24 hours stocks closed lower.	-0.84535146
398	2022-03-02	putin temporarily banning foreigners pulling money russia . ban reportedly go effect wednesday.	-0.4281814
399	2022-03-03	anchor protocol anc rallies 23 percent . anchor decentralized money market built terra blockchain offers ust depositors 20 percent annual percentage yield.	0.50549555
400	2022-03-03	first mover americas fed hikes could drive bitcoin adoption emerging markets . latest moves crypto markets context march 3 2022.	-0.06037217
401	2022-03-03	bitcoin mining rig maker canaan surges strong results guidance . combination expanding customer base higher average selling price drove better expected fourth quarter.	0.830686
402	2022-03-03	crypto belongs retirement accounts assets . far handful ways invest crypto via retirement accounts notably via self directed ira . fintech firms making drastically easier open fund self directed crypto ira turning attention financial advisors.	-0.0378534
403	2022-03-03	peaceful world token spoofs traders ahead canceled ukraine airdrop . world tokens spotted earlier etherscan spoof country canceled airdrop.	-0.561016
404	2022-03-03	bitcoin ichimoku cloud breakout could lead continued uptrend . bitcoin cloud breakout points gains ahead heightened geopolitical risk calls tight stop loss crypto positions one observer said.	-0.11039394
405	2022-03-03	peaceful world token ukraine secret airdrop . data etherscan appeared show ukraine official crypto donation wallet testing airdrops seeding uniswap liquidity pool . real thing.	0.019506617
406	2022-03-03	ukraine airdrop tease spurs influx microdonations . thousands small donations ranging 0.0001 0.01 eth flooding ethereum blockchain ahead announced giveaway.	0.09863062
407	2022-03-03	nft profile pics matter investors regulators . nft profile pictures pfps social media signal ownership membership status belonging profit enters equation lawyers regulators questions.	-0.011898524
408	2022-03-04	bitcoin analysts ponder impact oil highest price since 2008 . russia ukraine conflict sent crude oil barrel . latest surge might mean bitcoin market.	-0.707667
409	2022-03-04	market wrap bitcoin drifts lower although analysts expect bearish sentiment fade . btc 4 percent past 24 hours geopolitical risks intensified.	-0.028136432
410	2022-03-04	first mover asia china widen test digital yuan russia invasion spotlights crypto potential role cryptos decline . country close approving trials central bank digital currency number cities regions bitcoin ether drop risk appetite fades.	0.039642543
411	2022-03-04	venezuela pegs minimum wages national cryptocurrency report . venezuelan national cryptocurrency based dash blockchain many characteristics cbdc.	-0.027837396
412	2022-03-04	bitcoin drops third straight day dollar hits 21 month high us wages eyed . continued uptick wages would imply inflation strengthen case rate hikes fed.	-0.34489068
413	2022-03-04	bitcoin slips active supply reaches yearly high . cryptocurrency approaching 000 although one analyst says geopolitical tensions could fuel run 000.	-0.23513219
414	2022-03-04	coinbase says crypto markets resilient russian invasion ukraine . crypto exchange said convincing recovery possible investors clarity fed plans.	0.54503906
415	2022-03-04	first mover americas number bitcoin held funds hits record high . latest moves crypto markets context march 4 2022.	0.39601272
416	2022-03-04	us jobs 678k february expected adding price pressures . bitcoin traders monitoring report since federal reserve efforts slow inflation appear putting downward pressure cryptocurrency prices.	-0.8737994
417	2022-03-05	bitcoin rally evaporates price tumbles friday afternoon . crypto divergence stocks earlier week proven short lived.	-0.7846823
418	2022-03-05	market wrap cryptos slide analysts expect volatility spike . bitcoin outperformance relative altcoins suggests lower appetite risk among investors.	-0.70158905
419	2022-03-05	coinbase afirma que los mercados cripto se mantienen resistentes tras invasi n de rusia ucrania . el exchange dijo que es posible una recuperaci n convincente una vez que los inversores tengan claridad sobre los planes de la fed.	0.19270045
420	2022-03-05	bitcoin extends pullback toward support zone . btc wide trading range strong overhead resistance . technical indicators mostly neutral.	-0.201469
421	2022-03-05	bitcoin miner digihost aims triple capitalization share offering . shares 13 percent news offering drop bitcoin price.	-0.11604923
422	2022-03-06	bitcoin surge much ruble . oligarchs dodging sanctions doubtful . regular russians trying preserve wealth maybe . also third less exciting possibility.	-0.046023738
423	2022-03-07	bitcoin creeps toward surging oil prices create bear market worry . largest cryptocurrency upward move came stocks fell due concerns mounting inflationary pressures.	-0.87489974
424	2022-03-07	first mover americas investors see bitcoin inflation hedge nickel digital survey shows . latest moves crypto markets context march 7 2022.	0.065395266
425	2022-03-07	fantom ftm loss eases foundation soothes investor concerns . fantom ecosystem tokens value locked defi protocols fallen past 24 hours.	-0.2732665
426	2022-03-07	first mover asia singapore lightbulb capital balances 3 parts esg investing . defi world care bitcoin ether fall . crypto world focused heavily environmental issues social governance aspects different projects major cryptos red sunday russian invasion intensified.	-0.14255707
427	2022-03-07	whale holdings cardano ada token hit record high . large investors boosted coin stash 40 percent year.	0.86215913
428	2022-03-07	brantly millegan remains director ens foundation failed attempt boot . millegan removed steward dao true names foundation remains director ens foundation.	-0.38345614
429	2022-03-07	fantom ecosystem coins defi value locked plunge developer exit . investors reacted exit influential fantom developer andre cronje.	-0.295249
430	2022-03-08	crypto fund inflows tripled last week highest almost three months . net million went digital asset funds week ended march 4 minor outflows europe large inflows americas.	0.24384913
431	2022-03-08	bitcoin holding support resistance . btc appears oversold intraday charts although momentum weakened.	-0.4389401
432	2022-03-08	bitcoin mantiene su soporte por encima de con una resistencia de . btc parece estar sobrevendido en los gr ficos intrad aunque su impulso se ha debilitado.	0.3134036
433	2022-03-08	market wrap bitcoin dips trading range could result sharp price swings . analysts expect two three months price stabilization recovery . others expect greater volatility.	0.09411689
434	2022-03-08	first mover asia malaysia may asia next crypto hub major cryptos decline russia onslaught intensifies . country coingecko founded retains institutional use english well common law court system bitcoin declined third day.	-0.09515962
435	2022-03-08	large ether options flow guards price slide .2k . sophisticated traders bought put options protect continued ether price drop one observer said.	-0.7925444
436	2022-03-08	bitcoin stays nickel surges surprise run . crypto markets muted tuesday sectors showed explosive growth amid conflict eastern europe.	0.6754471
437	2022-03-08	first mover americas record gbtc discount draws institutional demand fed delay rate hike . latest moves crypto markets context march 8 2022.	0.15993243
438	2022-03-09	first mover americas biden issues crypto order inflation expectations hit record high . latest moves crypto markets context march 9 2022.	0.13823105
439	2022-03-09	profit booking bitcoin ether biden issues crypto order . bitcoin gained lost minutes much awaited order issued u.s.	0.38208264
440	2022-03-09	monero xmr zcash zec jump privacy coins gain favor . crypto exchanges blocking known addresses could lead demand privacy cryptos among investors one analyst said.	-0.035585105
441	2022-03-09	market cap gold backed cryptos surpass yellow metal nears record high . stagflation fears appear boosted demand gold crypto tokens backed yellow metal.	0.18410072
442	2022-03-09	bitcoin tops yellen crypto statement inadvertently published early . gemini cameron winklevoss said based yellen remarks impending crypto order positive supports responsible innovation.	0.09036386
443	2022-03-09	market wrap bitcoin stabilizes ahead biden executive order crypto . order expected issued week could source volatility.	-0.41224128
444	2022-03-09	first mover asia singapore strict approach crypto bitcoin rises despite investors jitters war us executive order . singapore high standards may discouraging crypto companies establishing operations city state investors wrestling latest developments ukraine await crypto order u.s. president joe biden wednesday.	0.23405403
445	2022-03-09	gold nears record bitcoin shine brightly . default setting go know case means gold says one analyst.	0.3305248
446	2022-03-09	shorts liquidated bitcoin ether rise 8 percent . short trades accounted overwhelming majority liquidation losses past 12 hours.	0.008824348
447	2022-03-10	us inflation rises 7.9 percent february fresh 4 decade high . bitcoin seen investors hedge rising prices dollar devaluation little changed consumer price index cpi report closely matched economists expectations.	0.5567949
448	2022-03-10	long term time horizon crypto . crypto different investments . still becoming clear long haul sees cash grab investing due fomo.	-0.0051375595
449	2022-03-10	decentralized exchanges important crypto economy . decentralized exchanges dexs offer significant benefits innovations trading cryptocurrencies compared centralized exchanges . second part continuing series understanding defi.	0.3666449
450	2022-03-10	first mover americas bitcoin awaits triangle breakout focus dollar . latest moves crypto markets context march 10 2022.	0.2752126
451	2022-03-10	icon icx rockets 70 percent crypto friendly candidate wins south korean presidential election . south korean project recorded unusual bounce thursday yoon suk yeol elected president.	0.71905696
452	2022-03-10	thorchain rune surges 37 percent defi synthetic assets goes live . thorchain chaosnet supports swaps several major cryptocurrencies using rune token.	0.05181299
453	2022-03-10	first mover asia signs point upward crypto india south korea bitcoin ether soar us executive order . india finance minister says country launch central bank digital currency sooner previously indicated cryptos rise investors view biden administration executive order positive development.	0.7510531
454	2022-03-10	inflation tracked bitcoiners keeps accelerating even peaked . consumer price index due tomorrow morning expected show inflation february ticked 8 percent versus year ago fresh four decade high.	0.5982466
455	2022-03-10	bitcoin reverses wednesday gain ahead ecb rate decision us inflation . markets scaled back bets ecb tightening wake russia ukraine war.	-0.43026695
456	2022-03-11	bitcoin jumps putin sees positive shift ukraine talks . european equity benchmarks u.s. index futures extended gains major cryptocurrencies jumped much 7.6 percent.	0.80839014
457	2022-03-11	hedge fund fir tree makes big short bet tether bloomberg . asymmetric bet limits downside promises big profits correct firm clients say.	0.5207188
458	2022-03-11	first mover americas ether bitcoin volatility spread slides bitfinex shorts surge . latest moves crypto markets context march 11 2022.	-0.28799695
459	2022-03-11	10m ether locked eth 2.0 staking contract . landmark figure represents billion worth asset current prices.	0.304345
460	2022-03-11	cu l es un horizonte de largo plazo para invertir en cripto . n est claro qui nes est n en esto largo plazo qui nes lo ven como un intento de obtener dinero qui nes est n invirtiendo debido al miedo de estar perdi ndose una oportunidad.	0.26012284
461	2022-03-11	market wrap bitcoin stuck altcoins see less selling pressure . btc 6 percent past 24 hours compared 3 percent decline eth 20 percent rally stx.	-0.06777935
462	2022-03-11	tiny blockchain startup tangle sec could end landmark case . whether lbry tokens deemed securities could set even bigger precedent ripple higher profile sec suit.	-0.63560545
463	2022-03-11	bitcoin returns range support . pullbacks could stabilize asia trading day.	0.2419417
464	2022-03-11	first mover asia india loses foreign investment chinese indices continue downward trend cryptos suffer day . world second largest country population watched foreign investors flee last two weeks bitcoin settles 000.	-0.55839986
465	2022-03-12	fed powell set remove punch bowl lubricated crypto party . fed appears set raise interest rates next week first time since 2018. inflation nettlesome levels still climbing called fed put might action one economist said.	0.3086676
466	2022-03-12	bitcoin weighed resistance support . upside could limited potential higher volatility next week.	-0.097168
467	2022-03-12	bitcoin miners february production fell shorter month winter storm . mining power increased miners previous month miners continue growth plans.	-0.0324997
468	2022-03-12	market wrap cryptos mixed amid global uncertainty . price gains short lived although analysts expect relief rally war related conditions ease.	-0.3080846
469	2022-03-12	polychain arca propose anchor protocol yield cut . backed industry heavyweights governance proposal anchor aims make largest defi protocol terra sustainable.	0.08524892
470	2022-03-13	bitcoin gold 2.0 try reserve asset 3.0. conflict russia ukraine beginning send ripples global economy could lead new monetary system.	0.33997017
471	2022-03-14	bitcoin bounces cloud support resistance .6k . ichimoku cloud consistently acted support recent market swoons.	0.32149476
472	2022-03-14	first mover americas bitcoin price bounce stalls 10 year yield hits 32 month high . latest moves crypto markets context march 14 2022.	-0.20901945
473	2022-03-14	dogecoin spikes briefly musk says sell crypto holdings . prices memecoin often see surge celebrity mentions.	-0.12541561
474	2022-03-14	first mover asia south korea election made crypto big issue guarantee follow cryptos suffer weekend decline . candidates made crypto important issue attract younger voters yet clear winner yoon suk yeol introduce legislation fulfilling promises bitcoin ether red.	0.78661346
475	2022-03-14	inflation worries top concerns fed meeting spur musk comment . surging prices food energy housing sent inflation u.s. four decade high.	-0.59239167
476	2022-03-15	bitcoin range bound support resistance . sideways price range could result higher volatility next two weeks.	0.011659265
477	2022-03-15	bitcoin eu vote crypto regulation . cryptocurrency little changed monday 2 percent past week.	0.034832265
478	2022-03-15	market wrap cryptos decline rejection eu bitcoin proposal . btc trading volume low investors position busy week.	-0.855018
479	2022-03-15	first mover asia taipei executive believes gamefi fix gaming creative drought bitcoin ether flat light trading . see wan toong cto red door digital taipei based studio building web 3 games believes games creative lucrative major cryptos mixed prices rising slightly others falling.	-0.1160104
480	2022-03-15	bitcoin unaffected hong kong hang seng meltdown . analysts says market crash hong kong driven regulatory monetary policies contagion spread crypto.	-0.81088614
481	2022-03-15	bitcoin breakout elusive traders price 7 fed rate hikes 2022. federal reserve likely raise rates 25 basis points wednesday first hike since 2018.	0.2336451
482	2022-03-15	bitcoin worth .2b leaves coinbase sign persistent institutional adoption . coinbase outflows represent continued institutional adoption bitcoin macro asset analytics firm glassnode said.	0.7810099
483	2022-03-15	first mover americas bitcoin implied volatility ticks higher p 500 sees death cross . latest moves crypto markets context march 15 2022.	-0.22041681
484	2022-03-15	saudi arabia mulls pricing china oil sales yuan report . move would challenge u.s. dollar dominated medium exchange oil trade decades.	0.051249266
485	2022-03-16	bitcoin sees bart simpson pattern thinly traded asian session . stop orders triggered morning low liquid market one observer said.	-0.88709843
486	2022-03-16	first mover americas focus fed inflation take . latest moves crypto markets context march 16 2022.	0.033798624
487	2022-03-16	hang seng china stocks soar beijing pledges support amid equity rout . crypto remains stable though liquidity thin markets hong kong climb worst slump since 2008 recession.	0.13304575
488	2022-03-16	scmp spinning nft business new firm artifact labs . newspaper found brisk business selling nfts historical front pages clearing 000 last auction.	0.13360101
489	2022-03-16	bitcoin tops crawl back weekend lows . push past 000 comes major asian equity markets open green start wednesday trading session market awaits federal reserve decision.	-0.31228888
490	2022-03-16	first mover asia china equities woes tensions us barely touched bitcoin cryptos climb . hong kong hang seng market suffered worst days decade seemed affect bitcoin price much cryptos rose slightly amid wait fed interest rate decision.	0.052990913
491	2022-03-16	market wrap bitcoin stocks stabilize ahead fed announcement . btc 2 percent past 24 hours compared 5 percent gain eth 20 percent rally grt.	0.047025412
492	2022-03-16	thorchain rune continues rally positive ecosystem developments . rune protocol went live synthetic assets trading platform last thursday.	0.44015723
493	2022-03-16	bitcoin approaching resistance zone support . volatile breakout breakdown likely week.	-0.22883753
494	2022-03-17	ape token tied bored ape yacht club nfts sinks 80 percent opening hours . apecoin token airdropped bored ape nft owners rough start falling .40 low .48.	-0.38593674
495	2022-03-17	first mover americas bitcoin stays 000 ether bounces testnet success . latest moves crypto markets context march 17 2022.	0.41284212
496	2022-03-17	advisors bear market . drop crypto prices mean new financial ecosystem represent moving forward . practice meantime.	-0.18095796
